Result of question 1 is
100,0.05878172135535886,0.1875,0.10247043485974937,0.4375
0.05878172135535886,100,0.4375,0.4576140668763148,1.0
0.125,0.4375,100,0.7054569861112734,0.625
0.10247043485974937,0.4576140668763148,0.7054569861112734,100,0.4375
0.4375,1.0,0.625,0.4375,100
Result of question 2 is
100,0.3125,0.14412703481601533,0.06559969214707187,0.5807121621890252
0.3125,100,0.3125,0.1875,0.8125
0.14412703481601533,0.3125,100,0.31731050786291415,0.1875
0.06559969214707187,0.125,0.31731050786291415,100,0.125
0.5807121621890252,1.0,0.3125,0.1875,100
Result of question 3 is
100,0.25683925795785656,1.0,1.0,0.7054569861112734
0.25683925795785656,100,0.10880943004054568,0.17971249487899976,0.05878172135535886
1.0,0.10880943004054568,100,0.5637028616507731,0.6547208460185769
1.0,0.17971249487899976,0.5637028616507731,100,0.7054569861112734
0.7054569861112734,0.05878172135535886,0.6547208460185769,0.7054569861112734,100
Result of question 4 is
100,0.15729920705028502,0.17971249487899976,0.28504940740261275,0.5637028616507731
0.15729920705028502,100,0.10880943004054568,0.19364643126922065,0.25683925795785656
0.17971249487899976,0.10880943004054568,100,0.5637028616507731,0.25683925795785656
0.28504940740261275,0.19364643126922065,0.5637028616507731,100,0.4375
0.5637028616507731,0.25683925795785656,0.25683925795785656,0.4375,100
Result of question 5 is
100,0.1875,0.4375,0.06559969214707187,0.625
0.1875,100,0.8125,0.4375,1.0
0.4375,0.8125,100,0.625,0.625
0.06559969214707187,0.4375,0.625,100,0.4375
0.625,1.0,0.625,0.4375,100
